time,n_waiting,n_busy
1510.5000,5,4
1512.0000,4,4
1513.5000,3,4
1515.0000,0,2
1516.5000,0,1
1518.0000,0,1
1519.5000,0,2
1521.0000,0,1
1522.5000,0,2
1524.0000,0,0
1525.5000,0,0
1527.0000,0,0
1528.5000,0,2
1530.0000,3,4
1531.5000,2,4
1533.0000,4,4
1534.5000,2,4
1536.0000,2,4
1537.5000,1,4
1539.0000,2,4
1540.5000,3,4
1542.0000,2,4
1543.5000,1,4
1545.0000,1,4
1546.5000,0,1
1548.0000,0,4
1549.5000,1,4
1551.0000,0,4
1552.5000,0,1
1554.0000,0,1
1555.5000,0,2
1557.0000,0,0
1558.5000,0,0
1560.0000,0,0
1561.5000,1,4
1563.0000,0,2
1564.5000,0,0
1566.0000,0,2
1567.5000,0,4
1569.0000,2,4
1570.5000,0,4
1572.0000,0,2
1573.5000,1,4
1575.0000,0,1
1576.5000,0,0
1578.0000,0,1
1579.5000,0,3
1581.0000,0,1
1582.5000,0,1
1584.0000,0,2
1585.5000,0,3
1587.0000,0,1
1588.5000,0,0
1590.0000,0,2
1591.5000,0,2
1593.0000,0,2
1594.5000,0,2
1596.0000,0,1
1597.5000,0,2
1599.0000,0,4
1600.5000,1,4
1602.0000,5,4
1603.5000,4,4
1605.0000,8,4
1606.5000,7,4
1608.0000,8,4
1609.5000,11,4
1611.0000,8,4
1612.5000,9,4
1614.0000,8,4
1615.5000,7,4
1617.0000,7,4
1618.5000,2,4
1620.0000,4,4
1621.5000,4,4
1623.0000,2,4
1624.5000,0,1
1626.0000,3,4
1627.5000,1,4
1629.0000,0,1
1630.5000,0,4
1632.0000,0,4
1633.5000,0,3
1635.0000,3,4
1636.5000,4,4
1638.0000,5,4
1639.5000,3,4
1641.0000,5,4
1642.5000,7,4
1644.0000,5,4
1645.5000,0,2
1647.0000,0,2
1648.5000,0,4
1650.0000,6,4
1651.5000,1,4
1653.0000,0,1
1654.5000,0,0
1656.0000,0,2
1657.5000,0,2
1659.0000,0,4
1660.5000,2,4
1662.0000,0,4
1663.5000,0,2
1665.0000,0,2
1666.5000,1,4
1668.0000,0,3
1669.5000,0,4
1671.0000,0,1
1672.5000,0,1
1674.0000,0,1
1675.5000,0,1
1677.0000,0,1
1678.5000,1,4
1680.0000,1,4
1681.5000,0,3
1683.0000,0,2
1684.5000,0,1
1686.0000,0,3
1687.5000,0,2
1689.0000,0,3
1690.5000,1,4
1692.0000,1,4
1693.5000,0,0
1695.0000,1,4
1696.5000,3,4
1698.0000,4,4
1699.5000,1,4
1701.0000,0,3
1702.5000,0,2
1704.0000,0,4
1705.5000,0,4
1707.0000,0,3
1708.5000,0,1
1710.0000,0,1
1711.5000,0,1
1713.0000,0,2
1714.5000,0,1
1716.0000,0,1
1717.5000,0,0
1719.0000,0,0
1720.5000,0,0
1722.0000,0,3
1723.5000,0,3
1725.0000,1,4
1726.5000,0,4
1728.0000,0,0
1729.5000,0,0
1731.0000,0,1
1732.5000,0,0
1734.0000,3,4
1735.5000,2,4
1737.0000,0,2
1738.5000,1,4
1740.0000,0,3
1741.5000,1,4
1743.0000,0,2
1744.5000,0,0
1746.0000,0,2
1747.5000,0,1
1749.0000,0,2
1750.5000,2,4
1752.0000,3,4
1753.5000,0,3
1755.0000,0,2
1756.5000,1,4
1758.0000,0,3
1759.5000,1,4
1761.0000,0,1
1762.5000,0,2
1764.0000,0,0
1765.5000,0,0
1767.0000,0,2
1768.5000,0,0
1770.0000,0,1
1771.5000,0,0
1773.0000,0,3
1774.5000,0,2
1776.0000,6,4
1777.5000,6,4
1779.0000,4,4
1780.5000,3,4
1782.0000,3,4
1783.5000,0,3
1785.0000,0,2
1786.5000,0,2
1788.0000,0,3
1789.5000,0,1
1791.0000,0,0
1792.5000,0,0
1794.0000,0,2
1795.5000,0,2
1797.0000,0,1
1798.5000,0,0
1800.0000,0,3
1801.5000,0,0
1803.0000,0,0
1804.5000,0,2
1806.0000,0,4
1807.5000,2,4
1809.0000,4,4
1810.5000,6,4
1812.0000,6,4
1813.5000,8,4
1815.0000,9,4
1816.5000,9,4
1818.0000,8,4
1819.5000,3,4
1821.0000,1,4
1822.5000,0,4
1824.0000,0,3
1825.5000,0,2
1827.0000,0,1
1828.5000,0,2
1830.0000,0,2
1831.5000,0,2
1833.0000,0,1
1834.5000,0,0
1836.0000,0,0
1837.5000,0,1
1839.0000,0,2
1840.5000,0,3
1842.0000,0,2
1843.5000,0,2
1845.0000,0,2
1846.5000,0,1
1848.0000,0,0
1849.5000,0,0
1851.0000,0,1
1852.5000,0,2
1854.0000,0,1
1855.5000,0,1
1857.0000,0,2
1858.5000,5,4
1860.0000,4,4
1861.5000,0,2
1863.0000,0,3
1864.5000,0,2
1866.0000,1,4
1867.5000,3,4
1869.0000,4,4
1870.5000,2,4
1872.0000,0,2
1873.5000,0,1
1875.0000,0,1
1876.5000,0,0
1878.0000,0,3
1879.5000,2,4
1881.0000,0,3
1882.5000,0,3
1884.0000,0,4
1885.5000,0,1
1887.0000,0,2
1888.5000,0,3
1890.0000,0,2
1891.5000,0,1
1893.0000,0,1
1894.5000,0,3
1896.0000,3,4
1897.5000,3,4
1899.0000,1,4
1900.5000,0,3
1902.0000,1,4
1903.5000,0,3
1905.0000,0,2
1906.5000,0,0
1908.0000,2,4
1909.5000,1,4
1911.0000,0,3
1912.5000,0,0
1914.0000,0,0
1915.5000,5,4
1917.0000,10,4
1918.5000,9,4
1920.0000,6,4
1921.5000,4,4
1923.0000,2,4
1924.5000,1,4
1926.0000,0,3
1927.5000,0,2
1929.0000,1,4
1930.5000,0,0
1932.0000,0,0
1933.5000,4,4
1935.0000,1,4
1936.5000,0,3
1938.0000,0,3
1939.5000,2,4
1941.0000,2,4
1942.5000,0,4
1944.0000,0,3
1945.5000,0,2
1947.0000,0,0
1948.5000,1,4
1950.0000,1,4
1951.5000,0,2
1953.0000,0,4
1954.5000,0,4
1956.0000,0,2
1957.5000,0,4
1959.0000,0,1
1960.5000,0,2
1962.0000,0,1
1963.5000,0,2
1965.0000,0,1
1966.5000,0,2
1968.0000,2,4
1969.5000,0,2
1971.0000,0,2
1972.5000,0,4
1974.0000,0,3
1975.5000,0,1
1977.0000,0,0
1978.5000,2,4
1980.0000,2,4
1981.5000,10,4
1983.0000,8,4
1984.5000,6,4
1986.0000,12,4
1987.5000,11,4
1989.0000,9,4
1990.5000,3,4
1992.0000,0,3
1993.5000,0,2
1995.0000,0,1
1996.5000,0,2
1998.0000,0,4
1999.5000,0,2
2001.0000,0,1
2002.5000,2,4
2004.0000,0,2
2005.5000,0,0
2007.0000,0,2
2008.5000,0,3
2010.0000,0,4
2011.5000,3,4
2013.0000,0,4
2014.5000,0,4
2016.0000,0,4
2017.5000,0,3
2019.0000,0,2
2020.5000,0,0
2022.0000,0,0
2023.5000,0,0
2025.0000,0,1
2026.5000,1,4
2028.0000,0,4
2029.5000,0,4
2031.0000,0,2
2032.5000,0,2
2034.0000,0,2
2035.5000,0,2
2037.0000,0,4
2038.5000,0,4
2040.0000,0,4
2041.5000,4,4
2043.0000,3,4
2044.5000,1,4
2046.0000,0,3
2047.5000,0,3
2049.0000,0,2
2050.5000,0,2
2052.0000,0,1
2053.5000,0,1
2055.0000,0,4
2056.5000,2,4
2058.0000,0,4
2059.5000,0,3
2061.0000,0,3
2062.5000,0,2
2064.0000,0,0
2065.5000,0,2
2067.0000,0,4
2068.5000,0,3
2070.0000,2,4
2071.5000,0,2
2073.0000,0,2
2074.5000,0,0
2076.0000,0,2
2077.5000,0,0
2079.0000,0,1
2080.5000,0,0
2082.0000,0,3
2083.5000,0,2
2085.0000,0,0
2086.5000,0,2
2088.0000,4,4
2089.5000,4,4
2091.0000,0,4
2092.5000,0,1
2094.0000,0,2
2095.5000,0,0
2097.0000,2,4
2098.5000,3,4
2100.0000,0,3
2101.5000,0,1
2103.0000,0,3
2104.5000,0,2
2106.0000,0,0
2107.5000,2,4
2109.0000,3,4
2110.5000,0,2
2112.0000,2,4
2113.5000,0,3
2115.0000,4,4
2116.5000,6,4
2118.0000,1,4
2119.5000,0,1
2121.0000,0,2
2122.5000,6,4
2124.0000,5,4
2125.5000,2,4
2127.0000,6,4
2128.5000,5,4
2130.0000,1,4
2131.5000,0,3
2133.0000,0,2
2134.5000,0,1
2136.0000,6,4
2137.5000,5,4
2139.0000,5,4
2140.5000,1,4
2142.0000,3,4
2143.5000,1,4
2145.0000,0,2
2146.5000,0,1
2148.0000,0,0
2149.5000,0,0
2151.0000,1,4
2152.5000,2,4
2154.0000,7,4
2155.5000,4,4
2157.0000,4,4
2158.5000,3,4
2160.0000,3,4
2161.5000,0,1
2163.0000,1,4
2164.5000,0,4
2166.0000,0,3
2167.5000,0,2
2169.0000,0,3
2170.5000,0,1
2172.0000,0,2
2173.5000,0,1
2175.0000,0,0
2176.5000,0,2
2178.0000,1,4
2179.5000,1,4
2181.0000,0,3
2182.5000,0,2
2184.0000,0,3
2185.5000,0,2
2187.0000,0,0
2188.5000,0,0
2190.0000,0,1
2191.5000,0,0
2193.0000,0,1
2194.5000,0,1
2196.0000,0,4
2197.5000,3,4
2199.0000,2,4
2200.5000,2,4
2202.0000,0,4
2203.5000,0,2
2205.0000,0,3
2206.5000,0,2
2208.0000,0,1
2209.5000,1,4
2211.0000,0,1
2212.5000,0,1
2214.0000,0,0
2215.5000,0,0
2217.0000,0,0
2218.5000,0,1
2220.0000,0,1
2221.5000,2,4
2223.0000,3,4
