customer_id,arrival_time,departure_time
1731,653.449504,709.775522
1732,654.349533,712.180454
1733,654.349533,708.013999
1734,654.349533,713.553728
1735,654.827749,710.059510
1736,654.827749,710.411587
1737,654.888831,711.763301
1738,656.925218,715.443504
1739,656.925218,714.625526
1740,658.557725,713.856802
1741,658.557725,715.338988
1742,659.149074,720.179545
1743,659.149074,714.952861
1744,660.250616,716.151041
1745,660.250616,715.441290
1746,660.250616,717.388309
1747,660.250616,717.074984
1748,661.350765,717.325874
1749,661.350765,720.583448
1750,661.852587,717.750396
1751,661.852587,717.712026
1752,661.852587,719.159220
1753,661.981434,718.599787
1754,661.981434,719.485649
1755,662.533817,719.214584
1756,663.645926,724.463748
1757,663.645926,720.325932
1758,663.645926,720.525262
1759,663.645926,720.676284
1760,663.739874,722.388645
1761,664.445874,722.030667
1762,664.445874,721.501537
1763,664.754937,722.935637
1764,664.754937,729.555405
1765,664.754937,724.388653
1766,666.557721,723.067238
1767,666.557721,724.013984
1768,666.557721,726.544791
1769,666.557721,725.271076
1770,667.238028,724.595450
1771,667.311362,724.770539
1772,667.311362,725.497013
1773,667.844727,731.608643
1774,667.844727,725.508539
1775,667.844727,730.373870
1776,668.392228,729.070350
1777,668.392228,729.814797
1778,668.620885,733.903240
1779,668.620885,735.723728
1780,668.620885,731.019309
1781,669.065750,731.845708
1782,669.082491,731.923742
1783,671.376820,733.167372
1784,671.376820,733.951970
1785,671.399842,733.196175
1786,671.399842,734.832222
1787,671.399842,737.272824
1788,671.810289,739.852229
1789,672.103814,737.163346
1790,672.394704,736.891954
1791,672.394704,738.669676
1792,672.394704,739.313877
1793,672.394704,737.745507
1794,672.793828,740.476861
1795,672.793828,738.927908
1796,672.799562,739.609146
1797,673.291434,741.435266
1798,674.072652,743.716436
1799,675.400179,740.872032
1800,676.418242,741.946972
1801,676.478704,744.538076
1802,676.478704,741.843883
1803,677.346664,742.643863
1804,677.346664,748.230930
1805,677.414828,742.916979
1806,677.414828,744.468030
1807,677.414828,744.359774
1808,678.129126,744.736276
1809,678.438383,745.110481
1810,678.438383,749.807763
1811,678.540848,746.215599
1812,679.329325,745.257123
1813,679.329325,746.642536
1814,679.475290,747.931804
1815,680.197059,748.250635
1816,682.283318,749.598580
1817,682.283318,748.511774
1818,683.917225,748.334631
1819,684.113800,752.965093
1820,685.795090,750.299935
1821,685.795090,750.615809
1822,686.488137,750.773683
1823,689.378871,758.608777
1824,690.562022,751.774159
1825,690.562022,754.145643
1826,690.562022,752.598369
1827,690.562022,755.084901
1828,690.562022,754.989112
1829,690.595235,755.382718
1830,691.167478,755.317351
1831,692.211295,758.416611
1832,692.547220,756.701920
1833,692.547220,760.418163
1834,693.090454,756.841537
1835,693.588911,757.508590
1836,693.588911,757.903400
1837,694.951524,759.141594
1838,694.951524,758.430966
1839,695.296245,760.456435
1840,695.296245,760.211862
1841,696.015615,759.364002
1842,696.015615,759.676659
1843,696.214611,761.488475
1844,696.214611,762.970721
1845,696.780894,764.192156
1846,696.780894,762.210135
1847,699.100116,761.675355
1848,699.100116,766.844715
1849,699.100116,766.115187
1850,699.100116,773.819936
1851,699.419896,765.829333
1852,699.419896,767.509593
1853,699.835728,766.170007
1854,699.835728,766.458781
1855,701.439450,767.940289
1856,701.439450,767.078671
1857,701.828367,767.193593
1858,702.139733,767.634262
1859,702.139733,773.372220
1860,702.139733,767.665751
1861,702.406941,768.172616
1862,702.406941,768.215679
1863,702.406941,769.336747
1864,702.406941,770.964602
1865,702.406941,771.027439
1866,702.406941,771.447148
1867,702.725286,771.504145
1868,702.725286,773.711448
1869,702.725286,772.705009
1870,703.681919,773.274191
1871,703.681919,773.280841
1872,707.318627,773.812385
1873,708.745863,773.459170
1874,709.080420,776.129511
1875,709.291229,774.322121
1876,709.850808,773.856856
1877,709.850808,775.660582
1878,710.699543,774.164917
1879,711.928422,775.622108
1880,711.928422,775.343323
1881,711.928422,777.155611
1882,713.261599,776.849769
1883,714.066984,783.002605
1884,714.066984,779.080100
1885,714.363803,777.608448
1886,714.363803,777.432644
